water_year,region,date,mean_daily_temp,month,day
2002,Sacramento River,2002-06-25,21.96000003815,6,25
2002,Sacramento River,2002-06-27,21.229999733,6,27
2002,Sacramento River,2002-06-30,22.3,6,30
2002,Sacramento River,2002-07-05,20.7600004196,7,5
2002,Sacramento River,2002-07-08,20.85,7,8
2002,Sacramento River,2002-07-11,23,7,11
2002,Sacramento River,2002-07-15,21.450000000000003,7,15
2002,Sacramento River,2002-07-18,20.4699998856,7,18
2002,Sacramento River,2002-07-22,20.770000267,7,22
2002,Sacramento River,2002-07-24,20.8499998093,7,24
2002,Sacramento River,2002-07-30,20.9,7,30
2002,Sacramento River,2002-08-01,21.6099998474,8,1
2002,Sacramento River,2002-08-13,21.7,8,13
2002,Sacramento River,2002-08-14,21.75,8,14
2002,Sacramento River,2002-08-15,22,8,15
2002,Sacramento River,2002-09-03,23.05,9,3
2002,Sacramento River,2002-09-10,22.31,9,10
2002,Sacramento River,2002-09-18,20.15,9,18
2002,Sacramento River,2002-09-19,20.166666666666668,9,19
2002,Sacramento River,2002-09-20,22,9,20
2002,Sacramento River,2002-09-30,19.3,9,30
2002,Yolo Bypass,2001-10-10,18.5,10,10
2002,Yolo Bypass,2001-12-11,9.6,12,11
2002,Yolo Bypass,2002-02-07,9,2,7
2002,Yolo Bypass,2002-03-06,12.5,3,6
2002,Yolo Bypass,2002-04-30,15.5,4,30
2002,Yolo Bypass,2002-05-14,18,5,14
2002,Yolo Bypass,2002-05-29,19.8,5,29
2002,Yolo Bypass,2002-06-11,22.1,6,11
2002,Yolo Bypass,2002-06-25,21.1,6,25
2003,Sacramento River,2002-10-02,17.5900003433,10,2
2003,Sacramento River,2002-10-09,19.8499998093,10,9
2003,Sacramento River,2002-10-15,18.2399999619,10,15
2003,Sacramento River,2002-10-16,17.10333334605,10,16
2003,Sacramento River,2002-10-17,16.75,10,17
2003,Sacramento River,2002-10-21,17.4999996185,10,21
2003,Sacramento River,2002-10-25,16.0900003433,10,25
2003,Sacramento River,2002-11-01,14.9800000191,11,1
2003,Sacramento River,2002-11-04,14.45,11,4
2003,Sacramento River,2002-11-06,13.4399999619,11,6
2003,Sacramento River,2002-11-08,13.925,11,8
2003,Sacramento River,2002-11-13,14.08,11,13
2003,Sacramento River,2002-11-14,14.05,11,14
2003,Sacramento River,2002-12-02,12.4799999873,12,2
2003,Sacramento River,2002-12-04,0,12,4
2003,Sacramento River,2002-12-10,11.306666666666667,12,10
2003,Sacramento River,2002-12-11,11.133333333333333,12,11
2003,Sacramento River,2002-12-13,12.1111111111,12,13
2003,Sacramento River,2002-12-30,10.8999999762,12,30
2003,Sacramento River,2003-01-03,10.3399999619,1,3
2003,Sacramento River,2003-01-06,10.226666641233333,1,6
2003,Sacramento River,2003-01-07,9.84,1,7
2003,Sacramento River,2003-01-10,5.55,1,10
2003,Sacramento River,2003-01-13,13.3599999428,1,13
2003,Sacramento River,2003-01-15,10.5800003052,1,15
2003,Sacramento River,2003-01-22,10,1,22
2003,Sacramento River,2003-01-27,10.5300002098,1,27
2003,Sacramento River,2003-01-31,10.3000001907,1,31
2003,Sacramento River,2003-02-03,10.95,2,3
2003,Sacramento River,2003-02-07,8.69999980927,2,7
2003,Sacramento River,2003-02-12,9.05,2,12
2003,Sacramento River,2003-02-19,10.8,2,19
2003,Sacramento River,2003-02-20,11.15,2,20
2003,Sacramento River,2003-02-24,11.75,2,24
2003,Sacramento River,2003-03-03,11.403333346033333,3,3
2003,Sacramento River,2003-03-05,11.1399999619,3,5
2003,Sacramento River,2003-03-10,12.4499999046,3,10
2003,Sacramento River,2003-03-12,14.3,3,12
2003,Sacramento River,2003-03-14,14.1900000572,3,14
2003,Sacramento River,2003-03-18,14.116666666666667,3,18
2003,Sacramento River,2003-03-19,12.3800002098,3,19
2003,Sacramento River,2003-03-24,14.3,3,24
2003,Sacramento River,2003-03-25,15.2,3,25
2003,Sacramento River,2003-03-28,14.4299999237,3,28
2003,Sacramento River,2003-04-01,15.25,4,1
2003,Sacramento River,2003-04-07,13.3699999809,4,7
2003,Sacramento River,2003-04-08,14.9,4,8
2003,Sacramento River,2003-04-09,14.8799999237,4,9
2003,Sacramento River,2003-04-11,15.55,4,11
2003,Sacramento River,2003-04-15,15,4,15
2003,Sacramento River,2003-04-21,15,4,21
2003,Sacramento River,2003-04-22,15.2,4,22
2003,Sacramento River,2003-04-25,15,4,25
2003,Sacramento River,2003-04-30,13.1,4,30
2003,Sacramento River,2003-05-05,14.0499999523,5,5
2003,Sacramento River,2003-05-06,14.6,5,6
2003,Sacramento River,2003-05-12,15.4,5,12
2003,Sacramento River,2003-05-14,17,5,14
2003,Sacramento River,2003-05-16,17.7653845274,5,16
2003,Sacramento River,2003-05-20,15.535,5,20
2003,Sacramento River,2003-05-22,17.2599996567,5,22
2003,Sacramento River,2003-05-23,19,5,23
2003,Sacramento River,2003-05-27,19.65,5,27
2003,Sacramento River,2003-05-29,19.1200004578,5,29
2003,Sacramento River,2003-06-03,20.5,6,3
2003,Sacramento River,2003-06-10,19.3,6,10
2003,Sacramento River,2003-06-12,18.7999998093,6,12
2003,Sacramento River,2003-06-17,20.325,6,17
2003,Sacramento River,2003-06-23,20.433333333333334,6,23
2003,Sacramento River,2003-06-24,20.3,6,24
2003,Sacramento River,2003-06-30,21.0750002861,6,30
2003,Sacramento River,2003-07-01,21.5,7,1
2003,Sacramento River,2003-07-07,20,7,7
2003,Sacramento River,2003-07-09,23,7,9
2003,Sacramento River,2003-07-11,20.9,7,11
2003,Sacramento River,2003-07-14,22.200000000000003,7,14
2003,Sacramento River,2003-07-15,22.56,7,15
2003,Sacramento River,2003-07-16,21.1399997711,7,16
2003,Sacramento River,2003-07-17,22.299999999999997,7,17
2003,Sacramento River,2003-07-22,22.8,7,22
2003,Sacramento River,2003-07-23,21.5,7,23
2003,Sacramento River,2003-07-30,21,7,30
2003,Sacramento River,2003-08-04,20.7,8,4
2003,Sacramento River,2003-08-05,20.1,8,5
2003,Sacramento River,2003-08-08,20.2200000763,8,8
2003,Sacramento River,2003-08-13,21,8,13
2003,Sacramento River,2003-08-18,21,8,18
2003,Sacramento River,2003-08-19,21.9,8,19
2003,Sacramento River,2003-08-25,21,8,25
2003,Sacramento River,2003-08-29,0,8,29
2003,Sacramento River,2003-09-02,22.6,9,2
2003,Sacramento River,2003-09-05,21,9,5
2003,Sacramento River,2003-09-10,19.5,9,10
2003,Sacramento River,2003-09-12,21.9,9,12
2003,Sacramento River,2003-09-15,20.52,9,15
2003,Sacramento River,2003-09-16,19.9,9,16
2003,Sacramento River,2003-09-19,19,9,19
2003,Sacramento River,2003-09-26,19.85,9,26
2003,Yolo Bypass,2002-10-16,16.3,10,16
2003,Yolo Bypass,2002-12-10,11.2,12,10
2003,Yolo Bypass,2003-02-20,11.3,2,20
2003,Yolo Bypass,2003-03-03,0,3,3
2003,Yolo Bypass,2003-04-02,15.1,4,2
2003,Yolo Bypass,2003-04-03,14.1,4,3
2003,Yolo Bypass,2003-04-15,15,4,15
2003,Yolo Bypass,2003-05-20,19.4,5,20
2004,Sacramento River,2003-10-01,20.9090909091,10,1
2004,Sacramento River,2003-10-06,19.55,10,6
2004,Sacramento River,2003-10-09,18.86,10,9
2004,Sacramento River,2003-10-10,19,10,10
2004,Sacramento River,2003-10-15,18.39,10,15
2004,Sacramento River,2003-10-16,17.1,10,16
2004,Sacramento River,2003-10-20,17,10,20
2004,Sacramento River,2003-10-24,16.9300001144,10,24
2004,Sacramento River,2003-10-27,17,10,27
2004,Sacramento River,2003-10-31,16,10,31
2004,Sacramento River,2003-11-03,15.8,11,3
2004,Sacramento River,2003-11-05,12.6000003815,11,5
2004,Sacramento River,2003-11-06,14.2,11,6
2004,Sacramento River,2003-11-10,13.866666666666667,11,10
2004,Sacramento River,2003-11-17,13.35,11,17
2004,Sacramento River,2003-11-21,13,11,21
2004,Sacramento River,2003-11-25,10.5,11,25
2004,Sacramento River,2003-11-27,10.2,11,27
2004,Sacramento River,2003-12-01,10.85,12,1
2004,Sacramento River,2003-12-04,11,12,4
2004,Sacramento River,2003-12-05,12.2391305177,12,5
2004,Sacramento River,2003-12-10,11.5,12,10
2004,Sacramento River,2003-12-12,10.429999733,12,12
2004,Sacramento River,2003-12-16,10.15,12,16
2004,Sacramento River,2003-12-22,9.94999980927,12,22
2004,Sacramento River,2003-12-24,10.5,12,24
2004,Sacramento River,2004-01-02,8.13000030518,1,2
2004,Sacramento River,2004-01-05,0,1,5
2004,Sacramento River,2004-01-07,8.03000001907,1,7
2004,Sacramento River,2004-01-09,9.10000038147,1,9
2004,Sacramento River,2004-01-13,9.875,1,13
2004,Sacramento River,2004-01-16,9.70999984741,1,16
2004,Sacramento River,2004-01-21,9.71111128065,1,21
2004,Sacramento River,2004-02-02,3.03333346049,2,2
2004,Sacramento River,2004-02-06,8.52000007629,2,6
2004,Sacramento River,2004-02-09,9.1,2,9
2004,Sacramento River,2004-02-10,9.45,2,10
2004,Sacramento River,2004-02-11,9.20909109983,2,11
2004,Sacramento River,2004-02-17,10.6500000954,2,17
2004,Sacramento River,2004-02-20,12.0600000381,2,20
2004,Sacramento River,2004-02-23,11.8,2,23
2004,Sacramento River,2004-02-27,10.7100001335,2,27
2004,Sacramento River,2004-03-01,10.649999999999999,3,1
2004,Sacramento River,2004-03-03,11,3,3
2004,Sacramento River,2004-03-08,12.5,3,8
2004,Sacramento River,2004-03-11,14.85,3,11
2004,Sacramento River,2004-03-12,14,3,12
2004,Sacramento River,2004-03-22,16.65,3,22
2004,Sacramento River,2004-03-26,13.4599998474,3,26
2004,Sacramento River,2004-03-30,13.9,3,30
2004,Sacramento River,2004-03-31,14.1700000763,3,31
2004,Sacramento River,2004-04-05,14.9,4,5
2004,Sacramento River,2004-04-07,14.8,4,7
2004,Sacramento River,2004-04-12,15.1600000381,4,12
2004,Sacramento River,2004-04-13,15.2,4,13
2004,Sacramento River,2004-04-14,15,4,14
2004,Sacramento River,2004-04-16,14.8,4,16
2004,Sacramento River,2004-04-26,17.4499998093,4,26
2004,Sacramento River,2004-04-27,18.3,4,27
2004,Sacramento River,2004-04-30,18.6250004768,4,30
2004,Sacramento River,2004-05-03,20.75,5,3
2004,Sacramento River,2004-05-04,20,5,4
2004,Sacramento River,2004-05-06,19.1400005341,5,6
2004,Sacramento River,2004-05-07,19.7,5,7
2004,Sacramento River,2004-05-11,18.9,5,11
2004,Sacramento River,2004-05-13,18.4599996567,5,13
2004,Sacramento River,2004-05-20,20.266666666666666,5,20
2004,Sacramento River,2004-05-25,19.2,5,25
2004,Sacramento River,2004-05-27,20.2,5,27
2004,Sacramento River,2004-06-01,20.7400001526,6,1
2004,Sacramento River,2004-06-03,21.1199998856,6,3
2004,Sacramento River,2004-06-07,21.65,6,7
2004,Sacramento River,2004-06-10,20.7,6,10
2004,Sacramento River,2004-06-15,22.2,6,15
2004,Sacramento River,2004-06-17,21.4699998856,6,17
2004,Sacramento River,2004-06-22,21.086666653966667,6,22
2004,Sacramento River,2004-06-29,21.7,6,29
2004,Sacramento River,2004-07-06,22.7,7,6
2004,Sacramento River,2004-07-07,21.559999942799998,7,7
2004,Sacramento River,2004-07-12,21.3200000763,7,12
2004,Sacramento River,2004-07-13,21.4,7,13
2004,Sacramento River,2004-07-16,21,7,16
2004,Sacramento River,2004-07-21,21.1500002543,7,21
2004,Sacramento River,2004-07-26,21,7,26
2004,Sacramento River,2004-07-27,22.1,7,27
2004,Sacramento River,2004-07-30,10.2,7,30
2004,Sacramento River,2004-08-02,21.35,8,2
2004,Sacramento River,2004-08-04,21,8,4
2004,Sacramento River,2004-08-09,21.6200000763,8,9
2004,Sacramento River,2004-08-10,22.2,8,10
2004,Sacramento River,2004-08-13,21.2800001144,8,13
2004,Sacramento River,2004-08-18,21.4899995804,8,18
2004,Sacramento River,2004-08-23,20.8399993896,8,23
2004,Sacramento River,2004-08-24,21.700000000000003,8,24
2004,Sacramento River,2004-08-27,20.9199996948,8,27
2004,Sacramento River,2004-08-30,21.2999992371,8,30
2004,Sacramento River,2004-09-01,21.3999996185,9,1
2004,Sacramento River,2004-09-07,22.45,9,7
2004,Sacramento River,2004-09-08,21.2300001144,9,8
2004,Sacramento River,2004-09-13,20.7100000381,9,13
2004,Sacramento River,2004-09-14,21.71,9,14
2004,Sacramento River,2004-09-17,20.7000002861,9,17
2004,Sacramento River,2004-09-20,19.7,9,20
2004,Sacramento River,2004-09-22,17.3799995422,9,22
2004,Sacramento River,2004-09-23,18.55,9,23
2004,Sacramento River,2004-09-27,18.9199996948,9,27
2004,Yolo Bypass,2003-10-09,18.6,10,9
2004,Yolo Bypass,2003-12-04,11.1,12,4
2004,Yolo Bypass,2004-03-30,14.9,3,30
2004,Yolo Bypass,2004-04-07,14.7,4,7
2004,Yolo Bypass,2004-04-13,15.9,4,13
2004,Yolo Bypass,2004-04-27,18,4,27
2004,Yolo Bypass,2004-05-07,19.4,5,7
2004,Yolo Bypass,2004-05-11,19.2,5,11
2004,Yolo Bypass,2004-07-07,21.8,7,7
2005,Sacramento River,2004-10-01,18.2999992371,10,1
2005,Sacramento River,2004-10-04,18.55,10,4
2005,Sacramento River,2004-10-06,19.0500001907,10,6
2005,Sacramento River,2004-10-12,18.6,10,12
2005,Sacramento River,2004-10-13,17.0300001144,10,13
2005,Sacramento River,2004-10-15,17.6,10,15
2005,Sacramento River,2004-10-18,16.6400001526,10,18
2005,Sacramento River,2004-10-22,14.2374999523,10,22
2005,Sacramento River,2004-10-25,14.4899997711,10,25
2005,Sacramento River,2004-10-29,13.6199999809,10,29
2005,Sacramento River,2004-11-01,13.95,11,1
2005,Sacramento River,2004-11-03,6.8050001621,11,3
2005,Sacramento River,2004-11-08,13.382500028599999,11,8
2005,Sacramento River,2004-11-09,13.4,11,9
2005,Sacramento River,2004-11-10,13.4899998665,11,10
2005,Sacramento River,2004-11-12,13.620000267,11,12
2005,Sacramento River,2004-11-16,14.1,11,16
2005,Sacramento River,2004-11-17,13.8000001907,11,17
2005,Sacramento River,2004-11-22,10.7700000763,11,22
2005,Sacramento River,2004-11-24,10.1999998093,11,24
2005,Sacramento River,2004-11-29,9.31000013351,11,29
2005,Sacramento River,2004-12-01,9.8,12,1
2005,Sacramento River,2004-12-03,8.2666665713,12,3
2005,Sacramento River,2004-12-06,8.25714264597,12,6
2005,Sacramento River,2004-12-07,8.42857115609,12,7
2005,Sacramento River,2004-12-13,11.27999998092,12,13
2005,Sacramento River,2004-12-15,11.310000133500001,12,15
2005,Sacramento River,2004-12-16,11.799999999999999,12,16
2005,Sacramento River,2004-12-17,10.8499999046,12,17
2005,Sacramento River,2004-12-30,8.36999979019,12,30
2005,Sacramento River,2005-01-03,8.95,1,3
2005,Sacramento River,2005-01-07,8.40999994278,1,7
2005,Sacramento River,2005-01-11,8.62,1,11
2005,Sacramento River,2005-01-12,7.96000003815,1,12
2005,Sacramento River,2005-01-13,8.7,1,13
2005,Sacramento River,2005-01-14,7.96000003815,1,14
2005,Sacramento River,2005-01-18,8.20999984741,1,18
2005,Sacramento River,2005-01-21,8.80000019073,1,21
2005,Sacramento River,2005-01-26,9.430000019074999,1,26
2005,Sacramento River,2005-01-28,9.8,1,28
2005,Sacramento River,2005-02-01,10.35,2,1
2005,Sacramento River,2005-02-02,10,2,2
2005,Sacramento River,2005-02-07,10.7600000381,2,7
2005,Sacramento River,2005-02-11,10.1100000381,2,11
2005,Sacramento River,2005-02-16,11.2800001144,2,16
2005,Sacramento River,2005-02-22,11.5100001335,2,22
2005,Sacramento River,2005-02-23,11.8999999523,2,23
2005,Sacramento River,2005-02-25,12.6,2,25
2005,Sacramento River,2005-02-28,12.3399999619,2,28
2005,Sacramento River,2005-03-02,12.8400000572,3,2
2005,Sacramento River,2005-03-07,13.466666666666667,3,7
2005,Sacramento River,2005-03-09,15,3,9
2005,Sacramento River,2005-03-15,15.85,3,15
2005,Sacramento River,2005-03-16,15,3,16
2005,Sacramento River,2005-03-21,12.2800000191,3,21
2005,Sacramento River,2005-03-23,13.2,3,23
2005,Sacramento River,2005-03-24,12.3,3,24
2005,Sacramento River,2005-03-25,12,3,25
2005,Sacramento River,2005-03-29,12.9,3,29
2005,Sacramento River,2005-04-04,13.885185178133334,4,4
2005,Sacramento River,2005-04-06,14.4,4,6
2005,Sacramento River,2005-04-08,14.4099999428,4,8
2005,Sacramento River,2005-04-12,15.129999999999999,4,12
2005,Sacramento River,2005-04-16,15.0714285714,4,16
2005,Sacramento River,2005-04-18,15.766666666666667,4,18
2005,Sacramento River,2005-04-20,16,4,20
2005,Sacramento River,2005-04-25,15.6299998283,4,25
2005,Sacramento River,2005-04-26,16.4,4,26
2005,Sacramento River,2005-04-29,16.82,4,29
2005,Sacramento River,2005-05-02,17.35,5,2
2005,Sacramento River,2005-05-05,17.0800003052,5,5
2005,Sacramento River,2005-05-10,16.81000003815,5,10
2005,Sacramento River,2005-05-11,17,5,11
2005,Sacramento River,2005-05-16,17.5,5,16
2005,Sacramento River,2005-05-17,15.6199999809,5,17
2005,Sacramento River,2005-05-24,8.45,5,24
2005,Sacramento River,2005-06-02,17.65,6,2
2005,Sacramento River,2005-06-06,18.5,6,6
2005,Sacramento River,2005-06-07,18.5,6,7
2005,Sacramento River,2005-06-09,17.1899999619,6,9
2005,Sacramento River,2005-06-14,19.2,6,14
2005,Sacramento River,2005-06-21,9.2,6,21
2005,Sacramento River,2005-06-28,19.7,6,28
2005,Sacramento River,2005-07-05,22.733333333333334,7,5
2005,Sacramento River,2005-07-06,22.5,7,6
2005,Sacramento River,2005-07-07,22,7,7
2005,Sacramento River,2005-07-08,21.4,7,8
2005,Sacramento River,2005-07-12,0,7,12
2005,Sacramento River,2005-07-13,21.95,7,13
2005,Sacramento River,2005-07-18,22,7,18
2005,Sacramento River,2005-07-22,21,7,22
2005,Sacramento River,2005-07-26,0,7,26
2005,Sacramento River,2005-07-29,21.7899993896,7,29
2005,Sacramento River,2005-08-01,23.3,8,1
2005,Sacramento River,2005-08-03,21.8999996185,8,3
2005,Sacramento River,2005-08-09,21.5,8,9
2005,Sacramento River,2005-08-10,22,8,10
2005,Sacramento River,2005-08-15,20.9200000763,8,15
2005,Sacramento River,2005-08-19,20.9,8,19
2005,Sacramento River,2005-08-23,21.8,8,23
2005,Sacramento River,2005-08-24,21.7600000381,8,24
2005,Sacramento River,2005-08-29,21.5,8,29
2005,Sacramento River,2005-08-31,21,8,31
2005,Sacramento River,2005-09-06,21.35,9,6
2005,Sacramento River,2005-09-07,20.86,9,7
2005,Sacramento River,2005-09-12,19.493999938960002,9,12
2005,Sacramento River,2005-09-16,18.5400001526,9,16
2005,Sacramento River,2005-09-19,19.2,9,19
2005,Sacramento River,2005-09-21,18.65,9,21
2005,Sacramento River,2005-09-26,17.75,9,26
2005,Sacramento River,2005-09-30,18.8,9,30
2005,Yolo Bypass,2004-10-12,17.6,10,12
2005,Yolo Bypass,2004-12-13,10.9,12,13
2005,Yolo Bypass,2005-02-10,10.8,2,10
2005,Yolo Bypass,2005-02-25,12.6,2,25
2005,Yolo Bypass,2005-03-07,14,3,7
2005,Yolo Bypass,2005-03-23,13.6,3,23
2005,Yolo Bypass,2005-03-29,13.7,3,29
2005,Yolo Bypass,2005-04-04,15.2,4,4
2005,Yolo Bypass,2005-04-18,15.9,4,18
2005,Yolo Bypass,2005-04-26,16.8,4,26
2005,Yolo Bypass,2005-05-10,17.7,5,10
2005,Yolo Bypass,2005-05-16,18.7,5,16
2006,Sacramento River,2005-10-03,18.45,10,3
2006,Sacramento River,2005-10-05,15.8300000191,10,5
2006,Sacramento River,2005-10-11,17.057142857142857,10,11
2006,Sacramento River,2005-10-12,17.0849998474,10,12
2006,Sacramento River,2005-10-17,16.3099992752,10,17
2006,Sacramento River,2005-10-21,16.6300004959,10,21
2006,Sacramento River,2005-10-26,16.3699995041,10,26
2006,Sacramento River,2005-10-31,14.8699997902,10,31
2006,Sacramento River,2005-11-01,15.9,11,1
2006,Sacramento River,2005-11-02,14.8999996185,11,2
2006,Sacramento River,2005-11-07,14.89200006484,11,7
2006,Sacramento River,2005-11-08,14.67,11,8
2006,Sacramento River,2005-11-09,14.133333333333333,11,9
2006,Sacramento River,2005-11-10,14.070000267,11,10
2006,Sacramento River,2005-11-16,13.499999952300001,11,16
2006,Sacramento River,2005-11-21,12.8499997139,11,21
2006,Sacramento River,2005-11-28,11.1899998665,11,28
2006,Sacramento River,2005-12-02,10.8499999046,12,2
2006,Sacramento River,2005-12-05,9.850000000000001,12,5
2006,Sacramento River,2005-12-07,0,12,7
2006,Sacramento River,2005-12-08,9.375,12,8
2006,Sacramento River,2005-12-12,9.99000005722,12,12
2006,Sacramento River,2005-12-13,9.8,12,13
2006,Sacramento River,2005-12-14,9.59000034332,12,14
2006,Sacramento River,2005-12-16,9.30000019073,12,16
2006,Sacramento River,2005-12-19,9.78999996185,12,19
2006,Sacramento River,2005-12-21,10.3000001907,12,21
2006,Sacramento River,2005-12-23,11.3899999619,12,23
2006,Sacramento River,2006-01-06,10.4833332698,1,6
2006,Sacramento River,2006-01-18,9.81000013351,1,18
2006,Sacramento River,2006-01-19,9.366666666666667,1,19
2006,Sacramento River,2006-01-23,9.29333337148,1,23
2006,Sacramento River,2006-01-26,11.9,1,26
2006,Sacramento River,2006-01-27,10.090000248,1,27
2006,Sacramento River,2006-01-31,10.7,1,31
2006,Sacramento River,2006-02-01,9.9766667048,2,1
2006,Sacramento River,2006-02-06,10.2249999046,2,6
2006,Sacramento River,2006-02-08,10.183333555899999,2,8
2006,Sacramento River,2006-02-10,10.411110984,2,10
2006,Sacramento River,2006-02-13,11.1699999809,2,13
2006,Sacramento River,2006-02-14,11.53,2,14
2006,Sacramento River,2006-02-15,11.033333333333333,2,15
2006,Sacramento River,2006-02-21,9.57000026703,2,21
2006,Sacramento River,2006-02-24,9.16999998093,2,24
2006,Sacramento River,2006-03-06,9.66000022888,3,6
2006,Sacramento River,2006-03-08,9.95,3,8
2006,Sacramento River,2006-03-10,10.4099996567,3,10
2006,Sacramento River,2006-03-15,9.950000190735,3,15
2006,Sacramento River,2006-03-16,9.833333333333334,3,16
2006,Sacramento River,2006-03-17,10.6,3,17
2006,Sacramento River,2006-03-20,9.4,3,20
2006,Sacramento River,2006-03-22,10.3,3,22
2006,Sacramento River,2006-03-24,10.0300001144,3,24
2006,Sacramento River,2006-03-29,10.4199999809,3,29
2006,Sacramento River,2006-04-03,10.5444444021,4,3
2006,Sacramento River,2006-04-04,11,4,4
2006,Sacramento River,2006-04-10,10.7699998856,4,10
2006,Sacramento River,2006-04-12,12.166666666666666,4,12
2006,Sacramento River,2006-04-17,11,4,17
2006,Sacramento River,2006-04-18,11.8,4,18
2006,Sacramento River,2006-04-19,11.6,4,19
2006,Sacramento River,2006-04-21,13,4,21
2006,Sacramento River,2006-04-24,13.850000000000001,4,24
2006,Sacramento River,2006-04-28,14.9124999046,4,28
2006,Sacramento River,2006-05-02,16.3,5,2
2006,Sacramento River,2006-05-03,15.1111111111,5,3
2006,Sacramento River,2006-05-05,14.0500001907,5,5
2006,Sacramento River,2006-05-10,16.05,5,10
2006,Sacramento River,2006-05-11,16.25,5,11
2006,Sacramento River,2006-05-15,16,5,15
2006,Sacramento River,2006-05-16,17.575,5,16
2006,Sacramento River,2006-05-18,16.9653845567,5,18
2006,Sacramento River,2006-05-24,15,5,24
2006,Sacramento River,2006-05-31,18,5,31
2006,Sacramento River,2006-06-02,17.5,6,2
2006,Sacramento River,2006-06-06,19.9,6,6
2006,Sacramento River,2006-06-08,19.25,6,8
2006,Sacramento River,2006-06-09,18.1,6,9
2006,Sacramento River,2006-06-13,19,6,13
2006,Sacramento River,2006-06-16,18,6,16
2006,Sacramento River,2006-06-20,20.5,6,20
2006,Sacramento River,2006-06-21,19.9199996948,6,21
2006,Sacramento River,2006-06-23,20.679999733,6,23
2006,Sacramento River,2006-06-27,21.9,6,27
2006,Sacramento River,2006-06-30,20.8599994659,6,30
2006,Sacramento River,2006-07-03,20.75,7,3
2006,Sacramento River,2006-07-05,0,7,5
2006,Sacramento River,2006-07-06,21.3,7,6
2006,Sacramento River,2006-07-07,20.4999998093,7,7
2006,Sacramento River,2006-07-10,21.5,7,10
2006,Sacramento River,2006-07-11,22.4,7,11
2006,Sacramento River,2006-07-12,21.7,7,12
2006,Sacramento River,2006-07-14,21.1200000763,7,14
2006,Sacramento River,2006-07-18,23.6,7,18
2006,Sacramento River,2006-07-21,22,7,21
2006,Sacramento River,2006-07-24,22.8,7,24
2006,Sacramento River,2006-07-26,22.4599998474,7,26
2006,Sacramento River,2006-07-28,22,7,28
2006,Sacramento River,2006-07-31,21,7,31
2006,Sacramento River,2006-08-01,22.1,8,1
2006,Sacramento River,2006-08-07,10.4599999428,8,7
2006,Sacramento River,2006-08-14,20.95,8,14
2006,Sacramento River,2006-08-15,21.479999999999997,8,15
2006,Sacramento River,2006-08-17,20.1,8,17
2006,Sacramento River,2006-08-23,20.35,8,23
2006,Sacramento River,2006-08-25,20.2,8,25
2006,Sacramento River,2006-08-30,20.2,8,30
2006,Sacramento River,2006-09-05,20.9,9,5
2006,Sacramento River,2006-09-12,21.05,9,12
2006,Sacramento River,2006-09-13,20.55,9,13
2006,Sacramento River,2006-09-14,20.5,9,14
2006,Sacramento River,2006-09-15,18.9899999619,9,15
2006,Sacramento River,2006-09-20,18,9,20
2006,Sacramento River,2006-09-25,17.4,9,25
2006,Sacramento River,2006-09-29,18,9,29
2006,Yolo Bypass,2005-10-11,17.4,10,11
2006,Yolo Bypass,2005-12-08,9.3,12,8
2006,Yolo Bypass,2006-01-19,10.2,1,19
2006,Yolo Bypass,2006-01-31,10.3,1,31
2006,Yolo Bypass,2006-02-15,12.7,2,15
2006,Yolo Bypass,2006-02-27,11.6,2,27
2006,Yolo Bypass,2006-03-16,11.2,3,16
2006,Yolo Bypass,2006-03-22,11.5,3,22
2006,Yolo Bypass,2006-04-12,12.9,4,12
2006,Yolo Bypass,2006-04-18,13.2,4,18
2006,Yolo Bypass,2006-05-02,20.7,5,2
2006,Yolo Bypass,2006-06-27,22.6,6,27
2006,Yolo Bypass,2006-07-11,21.6,7,11
2007,Sacramento River,2006-10-02,17.4599996567,10,2
2007,Sacramento River,2006-10-06,16.620000267000002,10,6
2007,Sacramento River,2006-10-10,16.8999996185,10,10
2007,Sacramento River,2006-10-13,16.8299993515,10,13
2007,Sacramento River,2006-10-17,16.64,10,17
2007,Sacramento River,2006-10-19,16.245714296614285,10,19
2007,Sacramento River,2006-10-20,16.1000003815,10,20
2007,Sacramento River,2006-10-25,16.0800002098,10,25
2007,Sacramento River,2006-10-30,14.3400000572,10,30
2007,Sacramento River,2006-11-01,14.070000267,11,1
2007,Sacramento River,2006-11-06,15.060000038150001,11,6
2007,Sacramento River,2006-11-07,15,11,7
2007,Sacramento River,2006-11-13,12.8699997902,11,13
2007,Sacramento River,2006-11-15,14.1,11,15
2007,Sacramento River,2006-11-16,13.133333333333333,11,16
2007,Sacramento River,2006-11-17,13.3888887829,11,17
2007,Sacramento River,2006-11-20,13.9499998093,11,20
2007,Sacramento River,2006-11-22,13.8000000318,11,22
2007,Sacramento River,2006-11-24,12.85,11,24
2007,Sacramento River,2006-11-29,10.1200000763,11,29
2007,Sacramento River,2006-12-04,9.7,12,4
2007,Sacramento River,2006-12-06,9.67500022479,12,6
2007,Sacramento River,2006-12-08,9.83999986649,12,8
2007,Sacramento River,2006-12-11,10.5400000572,12,11
2007,Sacramento River,2006-12-12,9.834,12,12
2007,Sacramento River,2006-12-13,11.060000133500001,12,13
2007,Sacramento River,2006-12-15,11.53249993325,12,15
2007,Sacramento River,2006-12-29,8.61250030994,12,29
2007,Sacramento River,2007-01-03,8.005000114440001,1,3
