water_year,water_year_type,Region,Month,stat,value
1997,Wet,Yolo Bypass,3,avg_temp,11.5
1997,Wet,Yolo Bypass,4,avg_temp,18.2
1998,Wet,Sacramento River,3,avg_temp,11.412061414794737
1998,Wet,Sacramento River,4,avg_temp,12.56022222096
1999,Wet,Sacramento River,3,avg_temp,10.4809643051575
1999,Wet,Sacramento River,4,avg_temp,13.61937505005
1999,Wet,Yolo Bypass,3,avg_temp,11.9
1999,Wet,Yolo Bypass,4,avg_temp,14.35
2000,Above Normal,Sacramento River,3,avg_temp,11.4337500155
2000,Above Normal,Sacramento River,4,avg_temp,13.86842857634
2000,Above Normal,Yolo Bypass,3,avg_temp,12
2000,Above Normal,Yolo Bypass,4,avg_temp,16.3
2001,Dry,Sacramento River,3,avg_temp,9.783174622251668
2001,Dry,Sacramento River,4,avg_temp,14.84111111958889
2001,Dry,Yolo Bypass,3,avg_temp,15.05
2002,Dry,Sacramento River,3,avg_temp,12.93187496423125
2002,Dry,Sacramento River,4,avg_temp,15.779999963441666
2002,Dry,Yolo Bypass,3,avg_temp,12.5
2002,Dry,Yolo Bypass,4,avg_temp,15.5
2003,Above Normal,Sacramento River,3,avg_temp,13.210714292521429
2003,Above Normal,Sacramento River,4,avg_temp,14.807692300353846
2003,Above Normal,Yolo Bypass,3,avg_temp,0
2003,Above Normal,Yolo Bypass,4,avg_temp,14.825
2004,Below Normal,Sacramento River,3,avg_temp,13.206153840284616
2004,Below Normal,Sacramento River,4,avg_temp,15.812272756745454
2004,Below Normal,Yolo Bypass,3,avg_temp,14.9
2004,Below Normal,Yolo Bypass,4,avg_temp,16.2
2005,Above Normal,Sacramento River,3,avg_temp,13.63000000545
2005,Above Normal,Sacramento River,4,avg_temp,15.196465591793334
2005,Above Normal,Yolo Bypass,3,avg_temp,13.766666666666666
2005,Above Normal,Yolo Bypass,4,avg_temp,15.966666666666667
2006,Wet,Sacramento River,3,avg_temp,10.008571454453572
2006,Wet,Sacramento River,4,avg_temp,12.217457245561539
2006,Wet,Yolo Bypass,3,avg_temp,11.35
2006,Wet,Yolo Bypass,4,avg_temp,13.05
2007,Dry,Sacramento River,3,avg_temp,13.053333316808
2007,Dry,Sacramento River,4,avg_temp,16.51792073622857
2007,Dry,Yolo Bypass,3,avg_temp,13.9
2007,Dry,Yolo Bypass,4,avg_temp,16.700000000000003
2008,Critical,Sacramento River,3,avg_temp,12.635714285714286
2008,Critical,Sacramento River,4,avg_temp,15.36
2008,Critical,Yolo Bypass,3,avg_temp,12.725
2008,Critical,Yolo Bypass,4,avg_temp,16.2
2009,Dry,Sacramento River,3,avg_temp,12.84
2009,Dry,Sacramento River,4,avg_temp,15.039489596425
2009,Dry,Yolo Bypass,3,avg_temp,13.766666666666666
2009,Dry,Yolo Bypass,4,avg_temp,18.925
2010,Below Normal,Sacramento River,3,avg_temp,12.0925
2010,Below Normal,Sacramento River,4,avg_temp,12.916274512047059
2010,Below Normal,Yolo Bypass,3,avg_temp,14.9
2010,Below Normal,Yolo Bypass,4,avg_temp,15.4
2011,Wet,Sacramento River,3,avg_temp,10.95769226073923
2011,Wet,Sacramento River,4,avg_temp,13.26622223536
2011,Wet,Yolo Bypass,3,avg_temp,12.7
2011,Wet,Yolo Bypass,4,avg_temp,15.533333333333333
2012,Below Normal,Sacramento River,3,avg_temp,12.031428600035714
2012,Below Normal,Sacramento River,4,avg_temp,14.739090910827272
2012,Below Normal,Yolo Bypass,3,avg_temp,12.633333333333333
2012,Below Normal,Yolo Bypass,4,avg_temp,15.67142857142857
2013,Dry,Sacramento River,3,avg_temp,13.65066664632
2013,Dry,Sacramento River,4,avg_temp,16.9918749976125
2013,Dry,Yolo Bypass,3,avg_temp,14.3244442198
2013,Dry,Yolo Bypass,4,avg_temp,17
2014,Critical,Sacramento River,3,avg_temp,12.66187501086875
2014,Critical,Sacramento River,4,avg_temp,17.538333301538888
2014,Critical,Yolo Bypass,3,avg_temp,14.703332877444444
2014,Critical,Yolo Bypass,4,avg_temp,17.0899996244
2015,Critical,Sacramento River,3,avg_temp,15.276111125944444
2015,Critical,Sacramento River,4,avg_temp,15.897222119438888
2015,Critical,Yolo Bypass,3,avg_temp,15.92749955655
2015,Critical,Yolo Bypass,4,avg_temp,18.13818137429091
2016,Below Normal,Sacramento River,3,avg_temp,9.64088880468
2016,Below Normal,Sacramento River,4,avg_temp,16.478376552657142
2016,Below Normal,Yolo Bypass,3,avg_temp,15.44399965286
2016,Below Normal,Yolo Bypass,4,avg_temp,18.084117216211766
2017,Wet,Sacramento River,3,avg_temp,10.735614036422806
2017,Wet,Sacramento River,4,avg_temp,12.866666653951851
2017,Wet,Yolo Bypass,3,avg_temp,14.54769233703846
2017,Wet,Yolo Bypass,4,avg_temp,16.899
2018,Below Normal,Sacramento River,3,avg_temp,11.309014105728169
2018,Below Normal,Sacramento River,4,avg_temp,15.527142862585714
2018,Below Normal,Yolo Bypass,3,avg_temp,11.64490196452
2018,Below Normal,Yolo Bypass,4,avg_temp,17.21272727272727
2019,Wet,Sacramento River,3,avg_temp,10.102631605046579
2019,Wet,Sacramento River,4,avg_temp,14.4570833691
2019,Wet,Yolo Bypass,3,avg_temp,12.279038435859615
2019,Wet,Yolo Bypass,4,avg_temp,18.9975
2020,NA,Sacramento River,3,avg_temp,12.40000005365
2020,NA,Yolo Bypass,3,avg_temp,12.52000006359111
1968,Below Normal,Sacramento River,3,first_day_exceeded,NA
1969,Wet,Sacramento River,3,first_day_exceeded,NA
1970,Wet,Sacramento River,3,first_day_exceeded,NA
1971,Wet,Sacramento River,3,first_day_exceeded,NA
1972,Below Normal,Sacramento River,3,first_day_exceeded,NA
1975,Wet,Sacramento River,4,first_day_exceeded,NA
1976,Critical,Sacramento River,3,first_day_exceeded,NA
1976,Critical,Sacramento River,4,first_day_exceeded,NA
1977,Critical,Sacramento River,3,first_day_exceeded,NA
1977,Critical,Sacramento River,4,first_day_exceeded,12
1978,Above Normal,Sacramento River,3,first_day_exceeded,NA
1978,Above Normal,Sacramento River,4,first_day_exceeded,NA
1979,Below Normal,Sacramento River,3,first_day_exceeded,NA
1979,Below Normal,Sacramento River,4,first_day_exceeded,NA
1980,Above Normal,Sacramento River,3,first_day_exceeded,NA
1980,Above Normal,Sacramento River,4,first_day_exceeded,NA
1981,Dry,Sacramento River,3,first_day_exceeded,NA
1981,Dry,Sacramento River,4,first_day_exceeded,29
1982,Wet,Sacramento River,3,first_day_exceeded,NA
1982,Wet,Sacramento River,4,first_day_exceeded,NA
1983,Wet,Sacramento River,3,first_day_exceeded,NA
1983,Wet,Sacramento River,4,first_day_exceeded,NA
1984,Wet,Sacramento River,3,first_day_exceeded,NA
1984,Wet,Sacramento River,4,first_day_exceeded,NA
1985,Dry,Sacramento River,3,first_day_exceeded,NA
1985,Dry,Sacramento River,4,first_day_exceeded,16
1986,Wet,Sacramento River,3,first_day_exceeded,NA
1986,Wet,Sacramento River,4,first_day_exceeded,NA
1987,Dry,Sacramento River,4,first_day_exceeded,NA
1988,Critical,Sacramento River,3,first_day_exceeded,NA
1988,Critical,Sacramento River,4,first_day_exceeded,12
1989,Dry,Sacramento River,3,first_day_exceeded,NA
1989,Dry,Sacramento River,4,first_day_exceeded,12
1990,Critical,Sacramento River,3,first_day_exceeded,21
1990,Critical,Sacramento River,4,first_day_exceeded,18
1991,Critical,Sacramento River,3,first_day_exceeded,NA
1991,Critical,Sacramento River,4,first_day_exceeded,24
1992,Critical,Sacramento River,3,first_day_exceeded,18
1992,Critical,Sacramento River,4,first_day_exceeded,7
1993,Above Normal,Sacramento River,3,first_day_exceeded,12
1993,Above Normal,Sacramento River,4,first_day_exceeded,NA
1993,Above Normal,Yolo Bypass,4,first_day_exceeded,NA
1994,Critical,Sacramento River,3,first_day_exceeded,28
1994,Critical,Sacramento River,4,first_day_exceeded,21
1994,Critical,Yolo Bypass,4,first_day_exceeded,NA
1995,Wet,Sacramento River,3,first_day_exceeded,NA
1995,Wet,Sacramento River,4,first_day_exceeded,NA
1995,Wet,Yolo Bypass,3,first_day_exceeded,NA
1996,Wet,Sacramento River,3,first_day_exceeded,NA
1996,Wet,Sacramento River,4,first_day_exceeded,NA
1996,Wet,Yolo Bypass,4,first_day_exceeded,NA
1997,Wet,Sacramento River,3,first_day_exceeded,NA
1997,Wet,Sacramento River,4,first_day_exceeded,18
1997,Wet,Yolo Bypass,3,first_day_exceeded,NA
1997,Wet,Yolo Bypass,4,first_day_exceeded,29
1998,Wet,Sacramento River,3,first_day_exceeded,NA
1998,Wet,Sacramento River,4,first_day_exceeded,NA
1999,Wet,Sacramento River,3,first_day_exceeded,NA
1999,Wet,Sacramento River,4,first_day_exceeded,NA
1999,Wet,Yolo Bypass,3,first_day_exceeded,NA
1999,Wet,Yolo Bypass,4,first_day_exceeded,NA
2000,Above Normal,Sacramento River,3,first_day_exceeded,NA
2000,Above Normal,Sacramento River,4,first_day_exceeded,NA
2000,Above Normal,Yolo Bypass,3,first_day_exceeded,NA
2000,Above Normal,Yolo Bypass,4,first_day_exceeded,NA
2001,Dry,Sacramento River,3,first_day_exceeded,20
2001,Dry,Sacramento River,4,first_day_exceeded,24
2001,Dry,Yolo Bypass,3,first_day_exceeded,20
2002,Dry,Sacramento River,3,first_day_exceeded,23
2002,Dry,Sacramento River,4,first_day_exceeded,1
2002,Dry,Yolo Bypass,3,first_day_exceeded,NA
2002,Dry,Yolo Bypass,4,first_day_exceeded,NA
2003,Above Normal,Sacramento River,3,first_day_exceeded,25
2003,Above Normal,Sacramento River,4,first_day_exceeded,NA
2003,Above Normal,Yolo Bypass,3,first_day_exceeded,NA
2003,Above Normal,Yolo Bypass,4,first_day_exceeded,NA
2004,Below Normal,Sacramento River,3,first_day_exceeded,22
2004,Below Normal,Sacramento River,4,first_day_exceeded,26
2004,Below Normal,Yolo Bypass,3,first_day_exceeded,NA
2004,Below Normal,Yolo Bypass,4,first_day_exceeded,27
2005,Above Normal,Sacramento River,3,first_day_exceeded,15
2005,Above Normal,Sacramento River,4,first_day_exceeded,NA
2005,Above Normal,Yolo Bypass,3,first_day_exceeded,NA
2005,Above Normal,Yolo Bypass,4,first_day_exceeded,NA
2006,Wet,Sacramento River,3,first_day_exceeded,NA
2006,Wet,Sacramento River,4,first_day_exceeded,NA
2006,Wet,Yolo Bypass,3,first_day_exceeded,NA
2006,Wet,Yolo Bypass,4,first_day_exceeded,NA
2007,Dry,Sacramento River,3,first_day_exceeded,15
2007,Dry,Sacramento River,4,first_day_exceeded,10
2007,Dry,Yolo Bypass,3,first_day_exceeded,20
2007,Dry,Yolo Bypass,4,first_day_exceeded,10
2008,Critical,Sacramento River,3,first_day_exceeded,NA
2008,Critical,Sacramento River,4,first_day_exceeded,29
2008,Critical,Yolo Bypass,3,first_day_exceeded,NA
2008,Critical,Yolo Bypass,4,first_day_exceeded,29
2009,Dry,Sacramento River,3,first_day_exceeded,NA
2009,Dry,Sacramento River,4,first_day_exceeded,22
2009,Dry,Yolo Bypass,3,first_day_exceeded,NA
2009,Dry,Yolo Bypass,4,first_day_exceeded,22
2010,Below Normal,Sacramento River,3,first_day_exceeded,30
2010,Below Normal,Sacramento River,4,first_day_exceeded,NA
2010,Below Normal,Yolo Bypass,3,first_day_exceeded,29
2010,Below Normal,Yolo Bypass,4,first_day_exceeded,26
2011,Wet,Sacramento River,3,first_day_exceeded,NA
2011,Wet,Sacramento River,4,first_day_exceeded,NA
2011,Wet,Yolo Bypass,3,first_day_exceeded,14
2011,Wet,Yolo Bypass,4,first_day_exceeded,NA
2012,Below Normal,Sacramento River,3,first_day_exceeded,NA
2012,Below Normal,Sacramento River,4,first_day_exceeded,23
2012,Below Normal,Yolo Bypass,3,first_day_exceeded,NA
2012,Below Normal,Yolo Bypass,4,first_day_exceeded,23
2013,Dry,Sacramento River,3,first_day_exceeded,18
2013,Dry,Sacramento River,4,first_day_exceeded,2
2013,Dry,Yolo Bypass,3,first_day_exceeded,27
2013,Dry,Yolo Bypass,4,first_day_exceeded,22
2014,Critical,Sacramento River,3,first_day_exceeded,17
2014,Critical,Sacramento River,4,first_day_exceeded,8
2014,Critical,Yolo Bypass,3,first_day_exceeded,6
2014,Critical,Yolo Bypass,4,first_day_exceeded,7
2015,Critical,Sacramento River,3,first_day_exceeded,11
2015,Critical,Sacramento River,4,first_day_exceeded,1
2015,Critical,Yolo Bypass,3,first_day_exceeded,9
2015,Critical,Yolo Bypass,4,first_day_exceeded,16
2016,Below Normal,Sacramento River,3,first_day_exceeded,NA
2016,Below Normal,Sacramento River,4,first_day_exceeded,11
2016,Below Normal,Yolo Bypass,3,first_day_exceeded,2
2016,Below Normal,Yolo Bypass,4,first_day_exceeded,4
2017,Wet,Sacramento River,3,first_day_exceeded,NA
2017,Wet,Sacramento River,4,first_day_exceeded,NA
2017,Wet,Yolo Bypass,3,first_day_exceeded,13
2017,Wet,Yolo Bypass,4,first_day_exceeded,5
2018,Below Normal,Sacramento River,3,first_day_exceeded,NA
2018,Below Normal,Sacramento River,4,first_day_exceeded,25
2018,Below Normal,Yolo Bypass,3,first_day_exceeded,NA
2018,Below Normal,Yolo Bypass,4,first_day_exceeded,2
2019,Wet,Sacramento River,3,first_day_exceeded,NA
2019,Wet,Sacramento River,4,first_day_exceeded,29
2019,Wet,Yolo Bypass,3,first_day_exceeded,20
2019,Wet,Yolo Bypass,4,first_day_exceeded,17
2020,NA,Sacramento River,3,first_day_exceeded,NA
2020,NA,Yolo Bypass,3,first_day_exceeded,23
