date,calsim_node,value,location,units,calsim_run
1999-07-31,C400,22522.401908462896,Freeport Flows,cfs,2008 & 2009 BiOp
1999-08-31,C400,15974.003888077536,Freeport Flows,cfs,2008 & 2009 BiOp
1999-09-30,C400,29988.98563133178,Freeport Flows,cfs,2008 & 2009 BiOp
1999-10-31,C400,13403.247827946663,Freeport Flows,cfs,2008 & 2009 BiOp
1999-11-30,C400,20092.522811656352,Freeport Flows,cfs,2008 & 2009 BiOp
1999-12-31,C400,15201.565593322273,Freeport Flows,cfs,2008 & 2009 BiOp
2000-01-31,C400,19580.687944223228,Freeport Flows,cfs,2008 & 2009 BiOp
2000-02-29,C400,58583.3330803388,Freeport Flows,cfs,2008 & 2009 BiOp
2000-03-31,C400,49998.648738016294,Freeport Flows,cfs,2008 & 2009 BiOp
2000-04-30,C400,20915.572901961856,Freeport Flows,cfs,2008 & 2009 BiOp
2000-05-31,C400,15568.686731754295,Freeport Flows,cfs,2008 & 2009 BiOp
2000-06-30,C400,12754.183716493146,Freeport Flows,cfs,2008 & 2009 BiOp
2000-07-31,C400,24179.798061116875,Freeport Flows,cfs,2008 & 2009 BiOp
2000-08-31,C400,16768.460859480678,Freeport Flows,cfs,2008 & 2009 BiOp
2000-09-30,C400,21651.990172232156,Freeport Flows,cfs,2008 & 2009 BiOp
2000-10-31,C400,10955.55932450355,Freeport Flows,cfs,2008 & 2009 BiOp
2000-11-30,C400,16041.315091472865,Freeport Flows,cfs,2008 & 2009 BiOp
2000-12-31,C400,12277.183696260956,Freeport Flows,cfs,2008 & 2009 BiOp
2001-01-31,C400,16505.18371656112,Freeport Flows,cfs,2008 & 2009 BiOp
2001-02-28,C400,25478.140573805118,Freeport Flows,cfs,2008 & 2009 BiOp
2001-03-31,C400,21797.45083799773,Freeport Flows,cfs,2008 & 2009 BiOp
2001-04-30,C400,12068.818618053967,Freeport Flows,cfs,2008 & 2009 BiOp
2001-05-31,C400,8806.7082850669,Freeport Flows,cfs,2008 & 2009 BiOp
2001-06-30,C400,13247.65262243723,Freeport Flows,cfs,2008 & 2009 BiOp
2001-07-31,C400,12535.833631765521,Freeport Flows,cfs,2008 & 2009 BiOp
2001-08-31,C400,9190.236784324623,Freeport Flows,cfs,2008 & 2009 BiOp
2001-09-30,C400,9843.523143677861,Freeport Flows,cfs,2008 & 2009 BiOp
2001-10-31,C400,8440.932064559223,Freeport Flows,cfs,2008 & 2009 BiOp
2001-11-30,C400,9065.139451800524,Freeport Flows,cfs,2008 & 2009 BiOp
2001-12-31,C400,27583.56203502749,Freeport Flows,cfs,2008 & 2009 BiOp
2002-01-31,C400,42159.73768331037,Freeport Flows,cfs,2008 & 2009 BiOp
2002-02-28,C400,20083.061642121935,Freeport Flows,cfs,2008 & 2009 BiOp
2002-03-31,C400,19246.824863011312,Freeport Flows,cfs,2008 & 2009 BiOp
2002-04-30,C400,18741.121453093016,Freeport Flows,cfs,2008 & 2009 BiOp
2002-05-31,C400,11558.304284825557,Freeport Flows,cfs,2008 & 2009 BiOp
2002-06-30,C400,10538.729769337071,Freeport Flows,cfs,2008 & 2009 BiOp
2002-07-31,C400,18705.120094302678,Freeport Flows,cfs,2008 & 2009 BiOp
2002-08-31,C400,11596.3491873704,Freeport Flows,cfs,2008 & 2009 BiOp
2002-09-30,C400,10104.058708426095,Freeport Flows,cfs,2008 & 2009 BiOp
2002-10-31,C400,8325.055282194275,Freeport Flows,cfs,2008 & 2009 BiOp
2002-11-30,C400,9537.821573677524,Freeport Flows,cfs,2008 & 2009 BiOp
2002-12-31,C400,37695.19844053959,Freeport Flows,cfs,2008 & 2009 BiOp
1922-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1922-02-28,C408,-2749.999999999999,OMR Flows,cfs,2008 & 2009 BiOp
1922-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1922-04-30,C408,1825.656260588482,OMR Flows,cfs,2008 & 2009 BiOp
1922-05-31,C408,1245.231094847676,OMR Flows,cfs,2008 & 2009 BiOp
1922-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1922-07-31,C408,-9702.720477160823,OMR Flows,cfs,2008 & 2009 BiOp
1922-08-31,C408,-10725.558340630407,OMR Flows,cfs,2008 & 2009 BiOp
1922-09-30,C408,-9940.114054998052,OMR Flows,cfs,2008 & 2009 BiOp
1922-10-31,C408,-5747.277456163349,OMR Flows,cfs,2008 & 2009 BiOp
1922-11-30,C408,-8688.969664042583,OMR Flows,cfs,2008 & 2009 BiOp
1922-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
1923-01-31,C408,-3354.8387096774195,OMR Flows,cfs,2008 & 2009 BiOp
1923-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1923-03-31,C408,-3197.5315492636378,OMR Flows,cfs,2008 & 2009 BiOp
1923-04-30,C408,1806.5437208346011,OMR Flows,cfs,2008 & 2009 BiOp
1923-05-31,C408,663.231935137168,OMR Flows,cfs,2008 & 2009 BiOp
1923-06-30,C408,-4487.103693152741,OMR Flows,cfs,2008 & 2009 BiOp
1923-07-31,C408,-10531.733525071151,OMR Flows,cfs,2008 & 2009 BiOp
1923-08-31,C408,-10203.764413028577,OMR Flows,cfs,2008 & 2009 BiOp
1923-09-30,C408,-9826.157279620154,OMR Flows,cfs,2008 & 2009 BiOp
1923-10-31,C408,-7198.8195953305185,OMR Flows,cfs,2008 & 2009 BiOp
1923-11-30,C408,-6820.930516470375,OMR Flows,cfs,2008 & 2009 BiOp
1923-12-31,C408,-5218.645319024223,OMR Flows,cfs,2008 & 2009 BiOp
1924-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1924-02-29,C408,-2931.0344827586205,OMR Flows,cfs,2008 & 2009 BiOp
1924-03-31,C408,-1150.4901960784314,OMR Flows,cfs,2008 & 2009 BiOp
1924-04-30,C408,-1092.2441546301666,OMR Flows,cfs,2008 & 2009 BiOp
1924-05-31,C408,-1150.4901960784314,OMR Flows,cfs,2008 & 2009 BiOp
1924-06-30,C408,-2061.714642903413,OMR Flows,cfs,2008 & 2009 BiOp
1924-07-31,C408,-2442.2036154119724,OMR Flows,cfs,2008 & 2009 BiOp
1924-08-31,C408,-1676.2407333049687,OMR Flows,cfs,2008 & 2009 BiOp
1924-09-30,C408,-3172.4481212896735,OMR Flows,cfs,2008 & 2009 BiOp
1924-10-31,C408,-4615.9398928571045,OMR Flows,cfs,2008 & 2009 BiOp
1924-11-30,C408,-3310.5056914222896,OMR Flows,cfs,2008 & 2009 BiOp
1924-12-31,C408,-6133.108985800713,OMR Flows,cfs,2008 & 2009 BiOp
1925-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1925-02-28,C408,-2750,OMR Flows,cfs,2008 & 2009 BiOp
1925-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1925-04-30,C408,960.1602946209223,OMR Flows,cfs,2008 & 2009 BiOp
1925-05-31,C408,572.6752935848854,OMR Flows,cfs,2008 & 2009 BiOp
1925-06-30,C408,-4453.960876788292,OMR Flows,cfs,2008 & 2009 BiOp
1925-07-31,C408,-10097.131210146734,OMR Flows,cfs,2008 & 2009 BiOp
1925-08-31,C408,-4879.482885747713,OMR Flows,cfs,2008 & 2009 BiOp
1925-09-30,C408,-6184.462812898451,OMR Flows,cfs,2008 & 2009 BiOp
1925-10-31,C408,-4926.281072555243,OMR Flows,cfs,2008 & 2009 BiOp
1925-11-30,C408,-6383.912312228864,OMR Flows,cfs,2008 & 2009 BiOp
1925-12-31,C408,-4251.421366741508,OMR Flows,cfs,2008 & 2009 BiOp
1926-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1926-02-28,C408,-2026.7857142857142,OMR Flows,cfs,2008 & 2009 BiOp
1926-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1926-04-30,C408,-385.26755464069856,OMR Flows,cfs,2008 & 2009 BiOp
1926-05-31,C408,-749.6892022402344,OMR Flows,cfs,2008 & 2009 BiOp
1926-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1926-07-31,C408,-7832.9358460075055,OMR Flows,cfs,2008 & 2009 BiOp
1926-08-31,C408,-3279.2141144542693,OMR Flows,cfs,2008 & 2009 BiOp
1926-09-30,C408,-5669.5895492623895,OMR Flows,cfs,2008 & 2009 BiOp
1926-10-31,C408,-4639.276947462975,OMR Flows,cfs,2008 & 2009 BiOp
1926-11-30,C408,-10119.556483092958,OMR Flows,cfs,2008 & 2009 BiOp
1926-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
1927-01-31,C408,-3354.8387096774195,OMR Flows,cfs,2008 & 2009 BiOp
1927-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1927-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1927-04-30,C408,1543.821226558577,OMR Flows,cfs,2008 & 2009 BiOp
1927-05-31,C408,142.91812818834933,OMR Flows,cfs,2008 & 2009 BiOp
1927-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1927-07-31,C408,-11184.224846061854,OMR Flows,cfs,2008 & 2009 BiOp
1927-08-31,C408,-11094.068661580885,OMR Flows,cfs,2008 & 2009 BiOp
1927-09-30,C408,-10217.920698249829,OMR Flows,cfs,2008 & 2009 BiOp
1927-10-31,C408,-6944.47561321293,OMR Flows,cfs,2008 & 2009 BiOp
1927-11-30,C408,-7881.768163348226,OMR Flows,cfs,2008 & 2009 BiOp
1927-12-31,C408,-9630.053475908568,OMR Flows,cfs,2008 & 2009 BiOp
1928-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1928-02-29,C408,-2775.862068965517,OMR Flows,cfs,2008 & 2009 BiOp
1928-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1928-04-30,C408,694.0843702867851,OMR Flows,cfs,2008 & 2009 BiOp
1928-05-31,C408,-503.2646084726266,OMR Flows,cfs,2008 & 2009 BiOp
1928-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1928-07-31,C408,-10178.280371458393,OMR Flows,cfs,2008 & 2009 BiOp
1928-08-31,C408,-10656.7204372718,OMR Flows,cfs,2008 & 2009 BiOp
1928-09-30,C408,-10340.626859233587,OMR Flows,cfs,2008 & 2009 BiOp
1928-10-31,C408,-4715.610017291354,OMR Flows,cfs,2008 & 2009 BiOp
1928-11-30,C408,-6092.221818112359,OMR Flows,cfs,2008 & 2009 BiOp
1928-12-31,C408,-7683.958848976599,OMR Flows,cfs,2008 & 2009 BiOp
1929-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1929-02-28,C408,-5000.000000000013,OMR Flows,cfs,2008 & 2009 BiOp
1929-03-31,C408,-3538.0803596972005,OMR Flows,cfs,2008 & 2009 BiOp
1929-04-30,C408,-1150.4901960783432,OMR Flows,cfs,2008 & 2009 BiOp
1929-05-31,C408,-1150.4901960784205,OMR Flows,cfs,2008 & 2009 BiOp
1929-06-30,C408,-1609.4823795356863,OMR Flows,cfs,2008 & 2009 BiOp
1929-07-31,C408,-2368.4851951414003,OMR Flows,cfs,2008 & 2009 BiOp
1929-08-31,C408,-2327.563033167142,OMR Flows,cfs,2008 & 2009 BiOp
1929-09-30,C408,-3363.3899080693336,OMR Flows,cfs,2008 & 2009 BiOp
1929-10-31,C408,-4054.9605731584816,OMR Flows,cfs,2008 & 2009 BiOp
1929-11-30,C408,-3499.4699385923905,OMR Flows,cfs,2008 & 2009 BiOp
1929-12-31,C408,-4836.4600469365705,OMR Flows,cfs,2008 & 2009 BiOp
1930-01-31,C408,-3354.8387096774195,OMR Flows,cfs,2008 & 2009 BiOp
1930-02-28,C408,-3500,OMR Flows,cfs,2008 & 2009 BiOp
1930-03-31,C408,-3500,OMR Flows,cfs,2008 & 2009 BiOp
1930-04-30,C408,-1336.76742980868,OMR Flows,cfs,2008 & 2009 BiOp
1930-05-31,C408,-1454.9196561355438,OMR Flows,cfs,2008 & 2009 BiOp
1930-06-30,C408,-3500,OMR Flows,cfs,2008 & 2009 BiOp
1930-07-31,C408,-9543.484909762472,OMR Flows,cfs,2008 & 2009 BiOp
1930-08-31,C408,-5304.707060814257,OMR Flows,cfs,2008 & 2009 BiOp
1930-09-30,C408,-4959.817635128877,OMR Flows,cfs,2008 & 2009 BiOp
1930-10-31,C408,-4538.966894168232,OMR Flows,cfs,2008 & 2009 BiOp
1930-11-30,C408,-4239.282841690279,OMR Flows,cfs,2008 & 2009 BiOp
1930-12-31,C408,-3202.837171851079,OMR Flows,cfs,2008 & 2009 BiOp
1931-01-31,C408,-4999.999999999999,OMR Flows,cfs,2008 & 2009 BiOp
1931-02-28,C408,-4196.428571428571,OMR Flows,cfs,2008 & 2009 BiOp
1931-03-31,C408,-1150.4901960784314,OMR Flows,cfs,2008 & 2009 BiOp
1931-04-30,C408,-764.1242599318458,OMR Flows,cfs,2008 & 2009 BiOp
1931-05-31,C408,-1093.5622966821472,OMR Flows,cfs,2008 & 2009 BiOp
1931-06-30,C408,-1748.6195298717132,OMR Flows,cfs,2008 & 2009 BiOp
1931-07-31,C408,-2142.475389961821,OMR Flows,cfs,2008 & 2009 BiOp
1931-08-31,C408,-1984.7274015247422,OMR Flows,cfs,2008 & 2009 BiOp
1931-09-30,C408,-3145.792042387855,OMR Flows,cfs,2008 & 2009 BiOp
1931-10-31,C408,-3808.303761858897,OMR Flows,cfs,2008 & 2009 BiOp
1931-11-30,C408,-3446.617201851601,OMR Flows,cfs,2008 & 2009 BiOp
1931-12-31,C408,-9562.37270151958,OMR Flows,cfs,2008 & 2009 BiOp
1932-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1932-02-29,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1932-03-31,C408,-3112.9032258064517,OMR Flows,cfs,2008 & 2009 BiOp
1932-04-30,C408,910.214862966207,OMR Flows,cfs,2008 & 2009 BiOp
1932-05-31,C408,-24.652147729837907,OMR Flows,cfs,2008 & 2009 BiOp
1932-06-30,C408,-3500.0000000000055,OMR Flows,cfs,2008 & 2009 BiOp
1932-07-31,C408,-5372.361003155402,OMR Flows,cfs,2008 & 2009 BiOp
1932-08-31,C408,-4211.794143637391,OMR Flows,cfs,2008 & 2009 BiOp
1932-09-30,C408,-5852.548800616494,OMR Flows,cfs,2008 & 2009 BiOp
1932-10-31,C408,-4845.275729705438,OMR Flows,cfs,2008 & 2009 BiOp
1932-11-30,C408,-4397.364837447642,OMR Flows,cfs,2008 & 2009 BiOp
1932-12-31,C408,-5469.21880591588,OMR Flows,cfs,2008 & 2009 BiOp
1933-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1933-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1933-03-31,C408,-1506.277672359266,OMR Flows,cfs,2008 & 2009 BiOp
1933-04-30,C408,-392.3493337534842,OMR Flows,cfs,2008 & 2009 BiOp
1933-05-31,C408,-678.6236917622837,OMR Flows,cfs,2008 & 2009 BiOp
1933-06-30,C408,-1490.326823761305,OMR Flows,cfs,2008 & 2009 BiOp
1933-07-31,C408,-2542.498834026883,OMR Flows,cfs,2008 & 2009 BiOp
1933-08-31,C408,-5180.056842346474,OMR Flows,cfs,2008 & 2009 BiOp
1933-09-30,C408,-3461.45239516352,OMR Flows,cfs,2008 & 2009 BiOp
1933-10-31,C408,-4164.979057455441,OMR Flows,cfs,2008 & 2009 BiOp
1933-11-30,C408,-3311.9542958144684,OMR Flows,cfs,2008 & 2009 BiOp
1933-12-31,C408,-5723.774707112232,OMR Flows,cfs,2008 & 2009 BiOp
1934-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1934-02-28,C408,-3526.785714285714,OMR Flows,cfs,2008 & 2009 BiOp
1934-03-31,C408,-2252.1170847052986,OMR Flows,cfs,2008 & 2009 BiOp
1934-04-30,C408,-749.2719405450962,OMR Flows,cfs,2008 & 2009 BiOp
1934-05-31,C408,-1136.2366703585992,OMR Flows,cfs,2008 & 2009 BiOp
1934-06-30,C408,-1860.877762970672,OMR Flows,cfs,2008 & 2009 BiOp
1934-07-31,C408,-2391.1270824770963,OMR Flows,cfs,2008 & 2009 BiOp
1934-08-31,C408,-3945.8111014206497,OMR Flows,cfs,2008 & 2009 BiOp
1934-09-30,C408,-3095.6476742512423,OMR Flows,cfs,2008 & 2009 BiOp
1934-10-31,C408,-3990.84009036126,OMR Flows,cfs,2008 & 2009 BiOp
1934-11-30,C408,-5404.035217542914,OMR Flows,cfs,2008 & 2009 BiOp
1934-12-31,C408,-6497.881596116193,OMR Flows,cfs,2008 & 2009 BiOp
1935-01-31,C408,-4999.999999999995,OMR Flows,cfs,2008 & 2009 BiOp
1935-02-28,C408,-4094.733001986069,OMR Flows,cfs,2008 & 2009 BiOp
1935-03-31,C408,-2822.5806451612902,OMR Flows,cfs,2008 & 2009 BiOp
1935-04-30,C408,1823.000775951744,OMR Flows,cfs,2008 & 2009 BiOp
1935-05-31,C408,37.29867568077498,OMR Flows,cfs,2008 & 2009 BiOp
1935-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1935-07-31,C408,-7874.647090196961,OMR Flows,cfs,2008 & 2009 BiOp
1935-08-31,C408,-8536.723513700948,OMR Flows,cfs,2008 & 2009 BiOp
1935-09-30,C408,-7364.101913186816,OMR Flows,cfs,2008 & 2009 BiOp
1935-10-31,C408,-5201.913725549806,OMR Flows,cfs,2008 & 2009 BiOp
1935-11-30,C408,-4967.853457374518,OMR Flows,cfs,2008 & 2009 BiOp
1935-12-31,C408,-6077.823527419176,OMR Flows,cfs,2008 & 2009 BiOp
1936-01-31,C408,-2822.580645161292,OMR Flows,cfs,2008 & 2009 BiOp
1936-02-29,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1936-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1936-04-30,C408,1426.2538570937704,OMR Flows,cfs,2008 & 2009 BiOp
1936-05-31,C408,502.8639406056027,OMR Flows,cfs,2008 & 2009 BiOp
1936-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1936-07-31,C408,-9953.050122632376,OMR Flows,cfs,2008 & 2009 BiOp
1936-08-31,C408,-9986.87569934105,OMR Flows,cfs,2008 & 2009 BiOp
1936-09-30,C408,-10058.274958496666,OMR Flows,cfs,2008 & 2009 BiOp
1936-10-31,C408,-8748.206794843354,OMR Flows,cfs,2008 & 2009 BiOp
1936-11-30,C408,-5926.320633064257,OMR Flows,cfs,2008 & 2009 BiOp
1936-12-31,C408,-6696.876865122347,OMR Flows,cfs,2008 & 2009 BiOp
1937-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1937-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1937-03-31,C408,-3838.7096774193546,OMR Flows,cfs,2008 & 2009 BiOp
1937-04-30,C408,2175.2522170038656,OMR Flows,cfs,2008 & 2009 BiOp
1937-05-31,C408,1273.4722409132946,OMR Flows,cfs,2008 & 2009 BiOp
1937-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1937-07-31,C408,-8631.603948163367,OMR Flows,cfs,2008 & 2009 BiOp
1937-08-31,C408,-5462.1314129492985,OMR Flows,cfs,2008 & 2009 BiOp
1937-09-30,C408,-6382.778810059159,OMR Flows,cfs,2008 & 2009 BiOp
1937-10-31,C408,-5815.339850708346,OMR Flows,cfs,2008 & 2009 BiOp
1937-11-30,C408,-10135.135767414911,OMR Flows,cfs,2008 & 2009 BiOp
1937-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
1938-01-31,C408,-4709.677419354839,OMR Flows,cfs,2008 & 2009 BiOp
1938-02-28,C408,224.24350971439708,OMR Flows,cfs,2008 & 2009 BiOp
1938-03-31,C408,6951.688755817828,OMR Flows,cfs,2008 & 2009 BiOp
1938-04-30,C408,5369.630116700022,OMR Flows,cfs,2008 & 2009 BiOp
1938-05-31,C408,2854.4471992336257,OMR Flows,cfs,2008 & 2009 BiOp
1938-06-30,C408,-4631.411875036779,OMR Flows,cfs,2008 & 2009 BiOp
1938-07-31,C408,-8339.47528049166,OMR Flows,cfs,2008 & 2009 BiOp
1938-08-31,C408,-10636.52575292781,OMR Flows,cfs,2008 & 2009 BiOp
1938-09-30,C408,-9739.923290062048,OMR Flows,cfs,2008 & 2009 BiOp
1938-10-31,C408,-5568.407790719042,OMR Flows,cfs,2008 & 2009 BiOp
1938-11-30,C408,-3014.927809973209,OMR Flows,cfs,2008 & 2009 BiOp
1938-12-31,C408,-9199.87386481569,OMR Flows,cfs,2008 & 2009 BiOp
1939-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1939-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1939-03-31,C408,-1565.575585072739,OMR Flows,cfs,2008 & 2009 BiOp
1939-04-30,C408,-359.2263794923516,OMR Flows,cfs,2008 & 2009 BiOp
1939-05-31,C408,-518.53841531743,OMR Flows,cfs,2008 & 2009 BiOp
1939-06-30,C408,-2027.701005224937,OMR Flows,cfs,2008 & 2009 BiOp
1939-07-31,C408,-10666.895794894761,OMR Flows,cfs,2008 & 2009 BiOp
1939-08-31,C408,-3742.316971582768,OMR Flows,cfs,2008 & 2009 BiOp
1939-09-30,C408,-5345.420951322196,OMR Flows,cfs,2008 & 2009 BiOp
1939-10-31,C408,-4826.179274402966,OMR Flows,cfs,2008 & 2009 BiOp
1939-11-30,C408,-4202.936712823261,OMR Flows,cfs,2008 & 2009 BiOp
1939-12-31,C408,-5291.1123841277295,OMR Flows,cfs,2008 & 2009 BiOp
1940-01-31,C408,-2822.580645161294,OMR Flows,cfs,2008 & 2009 BiOp
1940-02-29,C408,-3499.9999999999995,OMR Flows,cfs,2008 & 2009 BiOp
1940-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1940-04-30,C408,2207.57897421883,OMR Flows,cfs,2008 & 2009 BiOp
1940-05-31,C408,780.3183322005098,OMR Flows,cfs,2008 & 2009 BiOp
1940-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1940-07-31,C408,-9884.672062688678,OMR Flows,cfs,2008 & 2009 BiOp
1940-08-31,C408,-9490.520996787884,OMR Flows,cfs,2008 & 2009 BiOp
1940-09-30,C408,-9674.880279922294,OMR Flows,cfs,2008 & 2009 BiOp
1940-10-31,C408,-5913.742025248066,OMR Flows,cfs,2008 & 2009 BiOp
1940-11-30,C408,-6916.984454600821,OMR Flows,cfs,2008 & 2009 BiOp
1940-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
1941-01-31,C408,-4709.677419354839,OMR Flows,cfs,2008 & 2009 BiOp
1941-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1941-03-31,C408,-3966.479900408547,OMR Flows,cfs,2008 & 2009 BiOp
1941-04-30,C408,2844.5190114341003,OMR Flows,cfs,2008 & 2009 BiOp
1941-05-31,C408,2184.356510558553,OMR Flows,cfs,2008 & 2009 BiOp
1941-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1941-07-31,C408,-9109.537937122503,OMR Flows,cfs,2008 & 2009 BiOp
1941-08-31,C408,-10607.452350405998,OMR Flows,cfs,2008 & 2009 BiOp
1941-09-30,C408,-9784.816281443578,OMR Flows,cfs,2008 & 2009 BiOp
1941-10-31,C408,-5002.87022697204,OMR Flows,cfs,2008 & 2009 BiOp
1941-11-30,C408,-6446.96777445451,OMR Flows,cfs,2008 & 2009 BiOp
1941-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
1942-01-31,C408,-4709.677419354839,OMR Flows,cfs,2008 & 2009 BiOp
1942-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1942-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1942-04-30,C408,2425.6787624950375,OMR Flows,cfs,2008 & 2009 BiOp
1942-05-31,C408,1570.477688403299,OMR Flows,cfs,2008 & 2009 BiOp
1942-06-30,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1942-07-31,C408,-8862.865248115446,OMR Flows,cfs,2008 & 2009 BiOp
1942-08-31,C408,-10677.560491228713,OMR Flows,cfs,2008 & 2009 BiOp
1942-09-30,C408,-9916.039430311903,OMR Flows,cfs,2008 & 2009 BiOp
1942-10-31,C408,-6829.068603859279,OMR Flows,cfs,2008 & 2009 BiOp
1942-11-30,C408,-5809.715043456079,OMR Flows,cfs,2008 & 2009 BiOp
1942-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
1943-01-31,C408,-3354.8387096774195,OMR Flows,cfs,2008 & 2009 BiOp
1943-02-28,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1943-03-31,C408,-671.1236560472626,OMR Flows,cfs,2008 & 2009 BiOp
1943-04-30,C408,2298.1746705114665,OMR Flows,cfs,2008 & 2009 BiOp
1943-05-31,C408,1045.9822804636324,OMR Flows,cfs,2008 & 2009 BiOp
1943-06-30,C408,-4576.0880076963895,OMR Flows,cfs,2008 & 2009 BiOp
1943-07-31,C408,-10202.175449174374,OMR Flows,cfs,2008 & 2009 BiOp
1943-08-31,C408,-10753.357732554829,OMR Flows,cfs,2008 & 2009 BiOp
1943-09-30,C408,-10100.260374925489,OMR Flows,cfs,2008 & 2009 BiOp
1943-10-31,C408,-6742.393670776486,OMR Flows,cfs,2008 & 2009 BiOp
1943-11-30,C408,-6121.534461811556,OMR Flows,cfs,2008 & 2009 BiOp
1943-12-31,C408,-7395.789506193396,OMR Flows,cfs,2008 & 2009 BiOp
1944-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1944-02-29,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1944-03-31,C408,-2822.5806451612902,OMR Flows,cfs,2008 & 2009 BiOp
1944-04-30,C408,555.3717878621001,OMR Flows,cfs,2008 & 2009 BiOp
1944-05-31,C408,-219.17231547183565,OMR Flows,cfs,2008 & 2009 BiOp
1944-06-30,C408,-3499.9999999999845,OMR Flows,cfs,2008 & 2009 BiOp
1944-07-31,C408,-9737.000629994625,OMR Flows,cfs,2008 & 2009 BiOp
1944-08-31,C408,-4041.438941009652,OMR Flows,cfs,2008 & 2009 BiOp
1944-09-30,C408,-5824.86591736324,OMR Flows,cfs,2008 & 2009 BiOp
1944-10-31,C408,-4852.328124240004,OMR Flows,cfs,2008 & 2009 BiOp
1944-11-30,C408,-8701.84181400614,OMR Flows,cfs,2008 & 2009 BiOp
1944-12-31,C408,-9587.513637871969,OMR Flows,cfs,2008 & 2009 BiOp
1945-01-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1945-02-28,C408,-2750,OMR Flows,cfs,2008 & 2009 BiOp
1945-03-31,C408,-5000,OMR Flows,cfs,2008 & 2009 BiOp
1945-04-30,C408,1460.1503535589472,OMR Flows,cfs,2008 & 2009 BiOp
1945-05-31,C408,505.26963549296124,OMR Flows,cfs,2008 & 2009 BiOp
1945-06-30,C408,-3500,OMR Flows,cfs,2008 & 2009 BiOp
1945-07-31,C408,-10448.166867393287,OMR Flows,cfs,2008 & 2009 BiOp
1945-08-31,C408,-10354.78977034257,OMR Flows,cfs,2008 & 2009 BiOp
1945-09-30,C408,-8462.738025007293,OMR Flows,cfs,2008 & 2009 BiOp
1945-10-31,C408,-6775.536590196976,OMR Flows,cfs,2008 & 2009 BiOp
1945-11-30,C408,-10221.169061796376,OMR Flows,cfs,2008 & 2009 BiOp
1945-12-31,C408,-5870.967741935484,OMR Flows,cfs,2008 & 2009 BiOp
